resume_seq,recruitment_seq,text_keyword_x,text_keyword_y
U05299,R02888,여성복디자이너,
U05797,R02888,섬유;소재개발;의복;의류;텍스타일디자인;소재디자인;남성복디자인;원단,
U08271,R02888,디자이너,
U08407,R02888,디자이너;MD,
U00490,R02459,패션디자이너,
U00634,R02459,의상디자이너,
U00807,R02459,다이마루디자인,
U02390,R02459,아동복;의류;우븐;캐주얼,
U02576,R02459,패션디자인;다이마루;디스플레이;일러스트레이터,
U05095,R02459,머천다이저;브랜드매니저;MD;패션MD;마케팅;브랜딩;패션마케팅;마케팅기획;프로모션;브랜딩;물류관리;패션디자인,
U05476,R02459,패션디자인;MD,
U05767,R02459,패션디자인;아동복디자인;가방디자인;섬유디자인;쥬얼리디자인;악세사리디자인;잡화디자인;이너웨어디자인;우븐디자인;텍스타일디자인;여성복디자인;스포츠웨어디자인;니트디자인;신발디자인;데님디자인;디스플레이,
U06013,R02459,무역사무;무역;MD;MR;일본무역;사무보조;업무보조;섬유;원단;포토샵;일러스트;그래픽디자인,
U06267,R02459,,
U00490,R03986,패션디자이너,
U00581,R03986,디자이너;상품기획;머천다이저;영업MD,
U02534,R03986,패션디자인;상품기획,
U02576,R03986,패션디자인;다이마루;디스플레이;일러스트레이터,
U02633,R03986,여성복디자인;패션디자인;신발디자인;섬유디자인;패션MD;의류;잡화,
U05792,R03986,디스플레이,
U07719,R03986,패션디자인,
U00490,R00202,패션디자이너,
U03445,R00202,우븐디자이너;여성복디자이너;경력,
U03496,R00202,여성복디자인;우븐디자인;패션디자인,
U08121,R00202,디자이너,
U00490,R01132,패션디자이너,
U01553,R01132,마케팅;홍보,
U03188,R01132,디자이너MD,
U04376,R01132,디자이너,
U06277,R01132,해외경험경력직디자이너,
U07862,R01132,우븐디자이너,
U07876,R01132,패션디자인;의상디자인;상품기획,
U00490,R01318,패션디자이너,
U02375,R01318,상품기획,
U02468,R01318,우븐디자인;경력디자인;악세사리디자인;스타일리스트,
U02633,R01318,여성복디자인;패션디자인;신발디자인;섬유디자인;패션MD;의류;잡화,
U03247,R01318,패션디자이너,
U04877,R01318,여성복디자인,
U05404,R01318,디자이너,
U05573,R01318,패션디자인;무역RD;패션기획컨설팅,
U05763,R01318,경력디자이너;여성복디자이너,
U05768,R01318,우븐디자인,
U00490,R01473,패션디자이너,
U00842,R01473,니트디자이너;스웨터디자이너;다이마루디자이너,
U00937,R01473,의상디자이너,
U01463,R01473,우븐디자이너니트쉐터디자이너,
U02861,R01473,머천다이저;디자이너,
U03635,R01473,디자이너,
U08396,R01473,상품기획;편집디자인;디스플레이;코디네이터,
U00491,R04185,소재디자이너,
U02529,R04185,디자인;핸들링;주임급;피팅;우븐;다이마루,
U03563,R04185,패션디자인;여성복디자인,
U04515,R04185,패션디자이너,
U07285,R04185,패션디자인;의상디자인;그래픽디자인,
U00491,R03700,소재디자이너,
U02977,R03700,패션디자이너,
U02983,R03700,MD;상품기획;마케팅;패션디자인;스타일디자인;컬러디자인;시각디자인;VMD;비주얼머천다이징,
U03227,R03700,여성복디자이너;캐쥬얼;여성복;디자이너,
U03570,R03700,패션디자인,
U07382,R03700,패션디자인;여성복;남성복;영캐주얼,
U00491,R00462,소재디자이너,
U03394,R00462,여성복디자인,
U05248,R00462,디자인;패션;의류;여성복;골프웨어;우븐디자이너;일러스트;포토샵,
U07799,R00462,영업관리;구매발주;디자인;온라인MD;수출통관,
U08185,R00462,디자인;패션;캐드,
U08353,R00462,여성복디자인;우븐디자인,
U00492,R05812,영업기획;영업MD;영업관리,
U00772,R05812,매장영업관리,
U01406,R05812,,
U02035,R05812,패션디자인;남성복;남성캐주얼;캐주얼,
U02119,R05812,디자이너,
U03759,R05812,영업관리;영업지원;영업기획;영업MD;상권개발;신규유통망구축;마케팅;상품기획,
U05659,R05812,영업관리;영업MD,
U00493,R05296,디자이너;골프;아웃도어,
U01231,R05296,디자인,
U01366,R05296,디자이너,
U01415,R05296,여성복디자이너MD,
U01977,R05296,여성복디자인;일본어,
U02037,R05296,유아동복디자이너;유아용품디자이너;여성복디자이너,
U02619,R05296,상품기획,
U03420,R05296,MD,
U04558,R05296,소재MD;상품기획,
U04567,R05296,상품기획;여성복디자이너;웹디자이너;텍스타일디자이너,
U04699,R05296,상품기획;영업기획;마케팅;홍보;디스플레이;디자이너,
U04834,R05296,MD,
U05036,R05296,디자이너,
U06213,R05296,매장영업관리;디자이너;여성복디자이너;상품기획;샵마스터;머천다이저;MD;기획MD,
U06542,R05296,머천다이저,
U07252,R05296,여성복패션디자이너;소재디자이너;MD,
U07367,R05296,의상디자인;머천다이저;패션스타일러스트;샵마스터,
U07443,R05296,디자이너,
U07837,R05296,패션디자인,
U08235,R05296,소재디자이너;남성복디자이너,
U00493,R05659,디자이너;골프;아웃도어,
U00564,R05659,상품기획;머천다이저;MD;기획MD;패션MD;남성복;여성복;정장,
U00916,R05659,남성복디자이너,
U01149,R05659,상품기획;머천다이저;MD,
U01480,R05659,생산관리,
U01568,R05659,생산관리;생산MD,
U01776,R05659,MD,
U02097,R05659,머천다이저;상품기획;영업MD;남성복;여성복;기획MD,
U02545,R05659,MD,
U03159,R05659,중국어;생산;생산관리;품질관리;QC,
U03196,R05659,디자이너,
U03655,R05659,패션디자인,
U03938,R05659,자재;구매;생산관리,
U04361,R05659,캐주얼스웨터디자이너,
U04459,R05659,생산관리;영업관리;상품기획;영업,
U05338,R05659,MD,
U05518,R05659,남성복디자인;스포츠웨어디자인;우븐디자인;패션디자인;의류;우븐;의복;골프웨어디자인,
U06034,R05659,패션디자인;MD;VMD,
U06281,R05659,패션디자이너;의상디자이너,
U06747,R05659,상품기획;MD;영업MD,
U07907,R05659,디자이너;MD,
U08221,R05659,기획MD,
U08331,R05659,패션디자인,
U08468,R05659,의상디자이너;패션디자이너;매장영업관리;샵매니저,
U00493,R02480,디자이너;골프;아웃도어,
U04261,R02480,패션디자이너,
U05430,R02480,여성복디자인;여성복MD,
U07674,R02480,패션디자인;악세사리디자인,
U00494,R02421,마케팅기획;패션마케팅;컨텐츠기획;PPL;프로모션;광고기획;영업기획,
U01673,R02421,인사;인사관리;인사총무;교육담당;복리후생;총무;일반사무;경영지원;4대보험;구매;급여;노무;복리후생;경영관리;비품관리;노무관리;4대보험;경영지원;인사담임금관리,
U01970,R02421,경영지원;관리;기획;총무;엑셀;물류관리;상품입출고;재고관리,
U02929,R02421,상품기획,
U03761,R02421,상품기획,
U03971,R02421,매장영업관리,
U04086,R02421,상품기획,
U04252,R02421,상품기획MD머천다이저,
U05133,R02421,상품기획;매장영업관리;머천다이저;영업,
U05181,R02421,상품기획;영업MD;바잉MD,
U06965,R02421,패션디자인;디자이너;영업;MD;유통,
U08043,R02421,컬러리스트,
U00495,R00156,패션디자인,
U00966,R00156,패션디자인;상품기획;머천다이저,
U00977,R00156,마케팅;홍보,
U01058,R00156,,
U02625,R00156,생산관리;영업관리;마케팅;머천다이저;상품기획;섬유;의류;패션,
U03327,R00156,,
U03625,R00156,MD;VMD;디스플레이;영업MD;텍스타일디자인;디자이너,
U04606,R00156,기획;MD;상품기획;패션MD;스포츠MD;아웃도어MD;사업기획;패션디자인;스포츠웨어디자인;생산,
U04641,R00156,상품기획MD,
U04663,R00156,마케팅;마케팅기획;패션마케팅;해외마케팅;의복;의류;캐주얼;무역;무역사무;영업기획;VMD,
U05132,R00156,VMD;남성복여성복우븐디자이너;패션에디터;상품기획;홍보;디스플레이,
U06395,R00156,,
U06440,R00156,의류,
U06956,R00156,의상디자인;의류디자인;상품기획;컬러리스트;소재디자인,
U07245,R00156,상품기획;디자인;머천다이저,
U07328,R00156,아동복디자인;우븐디자인;남성복디자인;여성복디자인;스포츠웨어디자인;패션디자인;이너웨어디자인,
U07684,R00156,신입디자이너,
U08239,R00156,상품기획,
U08343,R00156,남성복디자인,
U08376,R00156,상품기획;영업MD;MD;영업관리,
U08452,R00156,,
U00496,R01406,영업관리;영업MD,
U00613,R01406,머천다이저;영업MD;여성복;남성복,
U04199,R01406,영업;영업관리,
U05477,R01406,MD,
U05871,R01406,영업,
U06038,R01406,매장영업관리,
U06051,R01406,MD;상품기획;기획;머천다이저;기획MD,
U06986,R01406,영업MD,
U07656,R01406,종합,
U08035,R01406,상품기획;기획MD;영업MD;MD;마케팅;머천다이저;성실;끈기,
U00496,R00319,영업관리;영업MD,
U02230,R00319,영업,
U02456,R00319,영업관리;영업지원,
U03593,R00319,영업;마케팅;마케팅기획;해외마케팅,
U05105,R00319,매장영업백화점;로드숍;할인점,
U05285,R00319,영업관리,
U05608,R00319,백화점대리점영업,
U08370,R00319,매장영업관리,
U00496,R03234,영업관리;영업MD,
U02230,R03234,영업,
U02456,R03234,영업관리;영업지원,
U06180,R03234,영업관리;매장영업관리;유통,
U07563,R03234,매장영업관리;영업,
U07853,R03234,매장영업관리,
U00496,R02523,영업관리;영업MD,
U01813,R02523,백화점;로드샵;할인점및매장영업관리,
U02456,R02523,영업관리;영업지원,
U03010,R02523,영업,
U04199,R02523,영업;영업관리,
U05105,R02523,매장영업백화점;로드숍;할인점,
U05608,R02523,백화점대리점영업,
U05798,R02523,매장영업;대리점;백화점,
U06132,R02523,매장영업관리,
U07324,R02523,백화점;대리점;영업;일본어,
U07420,R02523,영업영업관리,
U07853,R02523,매장영업관리,
U00496,R06311,영업관리;영업MD,영업;매장관리;매출관리
U00547,R06311,영업,영업;매장관리;매출관리
U01103,R06311,매장영업관리,영업;매장관리;매출관리
U03360,R06311,영업및영업관리,영업;매장관리;매출관리
U04167,R06311,,영업;매장관리;매출관리
U04287,R06311,매장영업;온라인;특판;아울렛,영업;매장관리;매출관리
U06062,R06311,영업;영업관리;영업경력;가두점영업;백화점영업;로드숍;할인점;패션;유아동,영업;매장관리;매출관리
U06218,R06311,상품기획;머천다이저;매장영업관리,영업;매장관리;매출관리
U08002,R06311,매장영업관리,영업;매장관리;매출관리
U00496,R04713,영업관리;영업MD,
U00794,R04713,매장영업관리;머천다이저바이어,
U01813,R04713,백화점;로드샵;할인점및매장영업관리,
U05119,R04713,,
U05669,R04713,로드숍;백화점;할인점;매장영업;영업관리,
U07203,R04713,매장영업백화점;아울렛;로드샵;상설점,
U07629,R04713,매장영업관리;머천다이져;마케팅,
U00496,R04116,영업관리;영업MD,
U01655,R04116,영업관리지원;백화점유통도소매,
U01740,R04116,브랜드관리영업전략기획마케팅,
U02746,R04116,매장영업관리;영업MD,
U03004,R04116,영업관리;영업기획;상품관리;MD,
U03318,R04116,,
U04804,R04116,패션디자인;영업MD;영업직무;홈쇼핑,
U05394,R04116,상품기획,
U05945,R04116,상품기획;그래픽디자인;홍보;MD;BM,
U05951,R04116,마케팅;VMD;기획,
U06463,R04116,영업;매장관리;스포츠;아웃도어;남성;캐주얼,
U00496,R00471,영업관리;영업MD,
U01405,R00471,MD;거래처관리;대리점관리;매장관리;매출관리;영업기획;영업관리,
U01655,R00471,영업관리지원;백화점유통도소매,
U03598,R00471,,
U05220,R00471,영업;영업관리;매장영업관리;브랜드영업,
U07740,R00471,매장영업관리,
U08467,R00471,영업,
U00496,R00853,영업관리;영업MD,
U02230,R00853,영업,
U02456,R00853,영업관리;영업지원,
U02915,R00853,남성복;여성복;거래처관리;매장관리;대리점관리;매출관리;영업관리;매장관리,
U07803,R00853,상품기획;기획MD;영업MD,
U00496,R05911,영업관리;영업MD,
U00829,R05911,영업MD;온라인MD;영업,
U02456,R05911,영업관리;영업지원,
U02915,R05911,남성복;여성복;거래처관리;매장관리;대리점관리;매출관리;영업관리;매장관리,
U04156,R05911,영업MD;기획MD,
U04199,R05911,영업;영업관리,
U05119,R05911,,
U00496,R03515,영업관리;영업MD,영업;여성복
U00518,R03515,백화점영업;영업기획;영업MD;매장영업관리;상품기획,영업;여성복
U01655,R03515,영업관리지원;백화점유통도소매,영업;여성복
U03056,R03515,영업기획영업MD기획MD,영업;여성복
U03715,R03515,영업예산기획;신규점포개발;매장영업관리,영업;여성복
U05581,R03515,매장영업관리,영업;여성복
U05948,R03515,바잉MD;영업MD;유통MD;전략기획,영업;여성복
U06809,R03515,영업MD;MD;VMD;영업관리;영업기획;영업전략;디스플레이;코디네이터;매장영업관리,영업;여성복
U07067,R03515,경험과현장중심의인재,영업;여성복
U00496,R05522,영업관리;영업MD,
U02456,R05522,영업관리;영업지원,
U05608,R05522,백화점대리점영업,
U06132,R05522,매장영업관리,
U07629,R05522,매장영업관리;머천다이져;마케팅,
U08270,R05522,매장관리;영업관리,
U00496,R02735,영업관리;영업MD,
U00518,R02735,백화점영업;영업기획;영업MD;매장영업관리;상품기획,
U00590,R02735,매장영업관리;영업,
U00884,R02735,매장영업,
U01655,R02735,영업관리지원;백화점유통도소매,
U01972,R02735,영업관리;매장관리;백화점;대리점;영업기획,
U02105,R02735,상품기획MD;영업MD;매장영업관리,
U02765,R02735,영업MD;머천다이저;마케팅기획;유통관리;매장영업관리,
U03004,R02735,영업관리;영업기획;상품관리;MD,
U04325,R02735,매장영업관리;영업;대리점,
U04971,R02735,영업;영업관리,
U05581,R02735,매장영업관리,
U06180,R02735,영업관리;매장영업관리;유통,
U06512,R02735,상품기획;영업부;머천다이저;바잉엠디;MD;백화점영업,
U07740,R02735,매장영업관리,
U08094,R02735,매장영업관리;영업;지역담당;영업지원;총무,
U00496,R01283,영업관리;영업MD,
U02915,R01283,남성복;여성복;거래처관리;매장관리;대리점관리;매출관리;영업관리;매장관리,
U07015,R01283,백화점영업;아울렛영업;마트영업;해외영업;대리점영업,
U08002,R01283,매장영업관리,
U00496,R04657,영업관리;영업MD,
U01119,R04657,영업;해외영업;영업관리,
U03393,R04657,매장영업관리;백화점;유통관리,
U04104,R04657,매장영업관리,
U05105,R04657,매장영업백화점;로드숍;할인점,
U05933,R04657,영업;영업MD,
U05979,R04657,매장영업관리,
U07045,R04657,영업관리;상권개설및상담,
U07420,R04657,영업영업관리,
U07629,R04657,매장영업관리;머천다이져;마케팅,
U00497,R03187,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,
U03914,R03187,영업;영업관리,
U04364,R03187,매장영업영업관리영업MD팀장,
U04682,R03187,영업,
U05994,R03187,영업,
U06538,R03187,여성복영업,
U07230,R03187,매장영업관리,
U07403,R03187,매장영업,
U00497,R01744,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,의류;영업기획;영업관리;일반영업
U00986,R01744,매장영업영업관리,의류;영업기획;영업관리;일반영업
U01074,R01744,MD;상품기획;영업MD;해외영업,의류;영업기획;영업관리;일반영업
U01639,R01744,영업관리;기획,의류;영업기획;영업관리;일반영업
U04364,R01744,매장영업영업관리영업MD팀장,의류;영업기획;영업관리;일반영업
U06545,R01744,엠디영업,의류;영업기획;영업관리;일반영업
U07154,R01744,거래처관리;고객관리;국내영업;백화점영업,의류;영업기획;영업관리;일반영업
U08368,R01744,영업MD;영업관리,의류;영업기획;영업관리;일반영업
U00497,R04470,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,
U01522,R04470,경영기획;경영전략;사업기획;신규사업기획;브랜딩;사업기획;사업제휴;온라인마케팅;CMO;마케팅;무역;무역일반,
U02120,R04470,경영;바이어;시장조사;마케팅;브랜딩;경영전략;무역영어;해외사업;해외마케팅;해외영업;바이어관리;호텔리어;호텔;해외시장개척;해외구매;수출입,
U02203,R04470,경영관리;경영지원;경영;경영;경영기획;기획;기획전략;전략기획;MBA;재무;회계;무역;무역영어;해외영업;해외사업;해외시장개척;바이어상담;해외지사;영어,
U04394,R04470,패션디자이너;데님디자이너;가죽디자이너;디스플레이,
U06548,R04470,준비된영업사원,
U00497,R01526,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,
U00730,R01526,영업,
U06680,R01526,매장영업관리,
U07668,R01526,영업MD;매장영업,
U00497,R04992,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,
U00757,R04992,영업관리,
U01536,R04992,MD;머천다이저;영업,
U01640,R04992,물류관리;자재관리;거래처관리;대리점관리;매장관리;매출관리;영업관리;의류,
U02221,R04992,매장영업관리,
U03529,R04992,백화점;대리점개설및매장영업관리,
U04874,R04992,영업관리;영업MD;영업,
U04960,R04992,매장영업관리,
U07489,R04992,영업기획;거래처관리;고객관리;국내영업;할인점;일반영업;무역;무역사무;수입;수출;일본어;거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;영업지원;마케팅;마케팅기획,
U07539,R04992,매장영업관리및상품관리,
U07759,R04992,의류,
U07947,R04992,영업;영업관리;영업MD;영업지원,
U00497,R04464,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,
U02318,R04464,상품기획;영업;영업관리;머천다이저,
U05170,R04464,경영관리;경영분석;경영전략;경영지원;경리;구매;급여관리;일반사무;임금관리;더존;6시그마;생산관리;품질관리;품질보증;QA;QC;구매관리;자재관리;고객관리;영업기획,
U05195,R04464,상품기획,
U07619,R04464,영업관리;영업MD,
U00497,R04171,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,매장관리;핸드백;채권관리;영업기획;영업;백화점;영업관리
U03861,R04171,상품기획,매장관리;핸드백;채권관리;영업기획;영업;백화점;영업관리
U04364,R04171,매장영업영업관리영업MD팀장,매장관리;핸드백;채권관리;영업기획;영업;백화점;영업관리
U05728,R04171,영업;매장영업관리,매장관리;핸드백;채권관리;영업기획;영업;백화점;영업관리
U08455,R04171,백화점아울렛본사영업팀,매장관리;핸드백;채권관리;영업기획;영업;백화점;영업관리
U00497,R02396,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U02380,R02396,니트디자인;여성복디자인;우븐디자인,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U03105,R02396,구매;부자재;자재;자재관리;가방;구두;봉제;섬유;신발;악세사리;원단;의류;잡화;바이어관리;바이어상담;해외시장개척;해외영업;중국어;해외구매,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U04141,R02396,여성복디자이너,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U05072,R02396,중국;OEM생산;마케팅,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U05195,R02396,상품기획,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U06341,R02396,여성복디자인;캐쥬얼디자인163,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U06630,R02396,소싱및구매업체선정;원가관리생산관리OEM;ODM공정관리,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U07178,R02396,디자인;머천다이저,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U07904,R02396,생산관리,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U08223,R02396,,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U08412,R02396,생산관리,해외영업;의류;품질관리;상품기획;머천다이저;자재관리;포토샵;생산관리;자재구매;여성복;일러스트레이터;구매관리;일반영업
U00498,R04848,,
U01255,R04848,패션디자인의상디자인;상품기획;여성복;남성복;컬러리스트;일러스트;악세사리,
U01504,R04848,디자이너,
U02217,R04848,디자이너,
U03718,R04848,상품기획;머천다이저;일러스트레이터;수입바잉,
U04304,R04848,패션디자인;여성복디자인;데님디자인;디스플레이;소재디자인;아동복디자인;우븐디자인,
U05193,R04848,아동복디자인;여성복디자인;패션디자인,
U05418,R04848,의류;잡화디자이너,
U05615,R04848,의상디자인;패션디자인;VMD,
U05725,R04848,패션디자인,
U06256,R04848,패션디자이너,
U07206,R04848,여성복디자인;패션디자인;니트디자인,
U07862,R04848,우븐디자이너,
U00498,R02124,,
U01255,R02124,패션디자인의상디자인;상품기획;여성복;남성복;컬러리스트;일러스트;악세사리,
U01479,R02124,디자이너,
U02632,R02124,디자인;디스플레이;스타일리스트,
U02839,R02124,의상디자이너;다이마루;티셔츠;우븐디자이너;캐쥬얼;스포츠웨어;아웃도어,
U05193,R02124,아동복디자인;여성복디자인;패션디자인,
U05510,R02124,여성복디자인;패션디자인,
U00498,R03575,,
U00840,R03575,아동복디자이너,
U01763,R03575,의류디자인,
U02217,R03575,디자이너,
U03867,R03575,우븐디자이너;의상디자이너;상품기획;MD;웹디자인;니트디자이너;영업기획,
U04101,R03575,패션디자인;패션;의상디자인;의상;코디네이터;스타일리스트;VMD,
U05193,R03575,아동복디자인;여성복디자인;패션디자인,
U05766,R03575,의상디자이너,
U06698,R03575,MD;VMD;상품기획;디스플레이,
U06961,R03575,디자이너;아동복;그래픽,
U00498,R02202,,
U01205,R02202,MR;MD;영어;샘플;엠디;바잉,
U01729,R02202,,
U01739,R02202,상품기획;머천다이저;홍보;소재;영업;직물;염색;마케팅,
U04052,R02202,DESIGNRD,
U04571,R02202,마케팅;브랜딩;해외마케팅;해외시장개척;해외마케팅;해외영업,
U05181,R02202,상품기획;영업MD;바잉MD,
U06647,R02202,가죽;모피;피혁;특종,
U06698,R02202,MD;VMD;상품기획;디스플레이,
U07878,R02202,상품기획;머천다이저;상품바이어;해외마케팅,
U08153,R02202,패션마케팅;스포츠마케팅;광고기획;PPL;카피라이터;상품입출고;남성복;넥타이;신발;스포츠웨어;캐주얼;의류;아동복,
U00498,R02640,,
U01255,R02640,패션디자인의상디자인;상품기획;여성복;남성복;컬러리스트;일러스트;악세사리,
U01298,R02640,디자이너;바잉MD;상품기획;의류,
U01507,R02640,의상디자인,
U02217,R02640,디자이너,
U02526,R02640,여성복디자이너,
U02632,R02640,디자인;디스플레이;스타일리스트,
U03279,R02640,패션디자이너;우븐디자이너,
U03671,R02640,의류디자인;의상디자인;잡화디자인,
U05418,R02640,의류;잡화디자이너,
U06048,R02640,디자이너,
U06727,R02640,여성복디자인;패션디자인;소재디자인;스포츠웨어디자인;남성복디자인,
U07779,R02640,디자인,
U08043,R02640,컬러리스트,
U08046,R02640,그래픽디자인;용품디자인;텍스타일디자인,
U00498,R02077,,
U01504,R02077,디자이너,
U01594,R02077,막내디자이너;MD,
U02597,R02077,패션디자인,
U03578,R02077,아웃도어디자인;스포츠웨어디자인,
U03671,R02077,의류디자인;의상디자인;잡화디자인,
U03794,R02077,여성복디자인;우븐디자인;패션디자인,
U06433,R02077,디자이너;피팅;VMD;코디네이터,
U00498,R03154,,
U05615,R03154,의상디자인;패션디자인;VMD,
U06048,R03154,디자이너,
U06096,R03154,의상디자이너,
U00498,R03206,,
U00780,R03206,상품기획;머천다이저;상품기획MD,
U04956,R03206,데님기획MD;데님디자이너,
U05301,R03206,머천다이저;상품기획;마케팅;홍보;패션,
U06269,R03206,상품기획;영업MD,
U06824,R03206,상품기획;영업;마케팅,
U07736,R03206,매장영업관리;머천다이저;영업기획,
U00500,R06369,MD;머천다이저;상품기획;마케팅;홍보,
U01685,R06369,영업기획;영업MD,
U05386,R06369,CRMMD;CS,
U06047,R06369,영업기획MD,
U07854,R06369,매장영업관리,
U08102,R06369,사무행정;사무;관리;일반사무;총무;행정,
U08399,R06369,브랜드총괄책임자BU장,
U00500,R05366,MD;머천다이저;상품기획;마케팅;홍보,
U02302,R05366,상품기획,
U03147,R05366,사무;무역;무역사무;무역영어;바이어관리;바이어상담;선적;해외영업;구매자재;수출입,
U04672,R05366,MR;생산관리,
U06050,R05366,MD;머천다이저;남성복,
U06058,R05366,골프웨어MD;아웃도어스포츠머천다이져;상품기획,
U06254,R05366,상품기획;생산관리,
U07680,R05366,상품기획;소재기획,
U00500,R04493,MD;머천다이저;상품기획;마케팅;홍보,
U05143,R04493,상품기획,
U05842,R04493,상품기획;머천다이저,
U08147,R04493,상품기획,
U00500,R05628,MD;머천다이저;상품기획;마케팅;홍보,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
U03322,R05628,영업MD;해외영업;해외마케팅;해외생산,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
U04468,R05628,상품기획;머천다이저;패션MD,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
U05302,R05628,의류디자인;상품기획;이탈리아무역사무,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
U07629,R05628,매장영업관리;머천다이져;마케팅,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
U00500,R03336,MD;머천다이저;상품기획;마케팅;홍보,
U00696,R03336,생산MD;기획MD;생산관리;상품기획;아웃도어;의류,
U02317,R03336,상품기획MD,
U03975,R03336,거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;영업지원,
U05539,R03336,MD해외영업국내영업,
U06072,R03336,머천다이저;온라인;오프라인;영업MD;기획MD,
U08466,R03336,잡화디자인;악세사리디자인;패션디자인;가방디자인,
U00501,R00574,영업;매장영업관리,
U00623,R00574,영업MD;매장영업관리,
U03453,R00574,매장영업,
U03471,R00574,의류매장영업;백화점영업,
U03697,R00574,매장영업관리,
U04383,R00574,영업,
U07740,R00574,매장영업관리,
U08272,R00574,매장영업,
U00501,R03634,영업;매장영업관리,
U01502,R03634,영업관리;영업팀장;영업기획,
U03004,R03634,영업관리;영업기획;상품관리;MD,
U03379,R03634,매장영업관리;상권개발영업,
U06480,R03634,매장영업관리,
U07452,R03634,영업관리영업지원,
U07693,R03634,매장영업;영업관리;신규개설;직원관리;판매관리;재고관리;대리점;백화점;아울렛;할인점,
U08312,R03634,국내1;2등골프웨어영업대리점;직영점;백화점,
U08389,R03634,매장영업관리브랜드영업,
U00501,R03282,영업;매장영업관리,
U04047,R03282,매장영업백화점로드숍할인점,
U04091,R03282,대리점영업전문가,
U04946,R03282,영업및MD,
U07740,R03282,매장영업관리,
U07819,R03282,백화점;할인점대리점영업,
U08325,R03282,매장영업;로드샵;영업기획;의류영업;대리점,
U00501,R05780,영업;매장영업관리,
U00933,R05780,영업MD;상품기획;스포츠;골프웨어;아웃도어;여성복;캐주얼,
U02690,R05780,매장영업관리,
U04091,R05780,대리점영업전문가,
U06679,R05780,영업MD,
U00501,R02875,영업;매장영업관리,
U00579,R02875,브랜드영업팀장;영업이사,
U03373,R02875,백화점영업;대리점영업;상설영업;온라인,
U05974,R02875,매장영업관리;대리점영업관리;할인점영업관리;백화점영업관리,
U07042,R02875,영업;영업관리;백화점;대리점;매장관리,
U07199,R02875,,
U00501,R04985,영업;매장영업관리,
U00623,R04985,영업MD;매장영업관리,
U01383,R04985,매장영업,
U02006,R04985,매장영업;신규개설,
U02470,R04985,매장영업관리머천다이저,
U03597,R04985,매장영업관리,
U04037,R04985,대리점및백화점영업관리,
U04383,R04985,영업,
U07067,R04985,경험과현장중심의인재,
U07672,R04985,영업,
U07740,R04985,매장영업관리,
U07819,R04985,백화점;할인점대리점영업,
U08325,R04985,매장영업;로드샵;영업기획;의류영업;대리점,
